#x,y,z,t
-7.6365786823331065,8.953903328256809,27.734784354733407,0.0
-6.044674274680524,8.793169299135846,26.39893977547488,0.01
-4.656531763824621,8.587363217316328,25.224916353496862,0.02
-3.391064218207469,8.390038405653659,24.235168640961952,0.03
-2.293506899493112,8.17359036617213,23.37373740810443,0.04
-1.3227549505352714,8.005010480926774,22.62894139806366,0.05
-0.39608824501598794,7.887536167349221,21.962069497847196,0.06
0.3592746204560402,7.7982169415055935,21.390865465890773,0.07
1.0735685991833948,7.770074180451111,20.864243298715834,0.08
1.7079677846208239,7.796057017108834,20.432407601102625,0.09
2.290339306100901,7.8827989545417685,20.037343874419285,0.1
2.8409940944787326,8.035645475876871,19.73541779875535,0.11
3.3332504755754684,8.19538773392541,19.44079117851995,0.12
3.7878748792877914,8.420664664081075,19.22605953635025,0.13
4.24165597697947,8.67571256715828,19.054175805661753,0.14
4.69284921285213,9.004454605865254,18.96311525423488,0.15
5.127131002637516,9.35978980372884,18.897643294279366,0.16
5.533455070314621,9.726828215806918,18.915557648286885,0.17
5.957973403409194,10.159610787280304,18.983742359461274,0.18
6.3723684789372355,10.62144365407727,19.108390239456526,0.19
6.79633748427907,11.083959385315717,19.318524043595332,0.2
7.245265364325463,11.587267668516763,19.589285947763294,0.21
7.707530713813764,12.059332413742286,19.93644762014478,0.22
8.115457290806882,12.550641009389153,20.38604591779194,0.23
8.572111313853394,13.05151973796167,20.888585963016638,0.24
8.99797252357443,13.508955512326256,21.504107711999453,0.25
9.46062540312767,13.944650579501015,22.18857896128624,0.26
9.920300666615224,14.336553912307183,22.95543030349472,0.27
10.359761184109958,14.659457054980194,23.794902715569272,0.28
10.775727033822353,14.902878484213167,24.709250999680815,0.29
11.183757024174994,15.060020395046367,25.65951850873803,0.3
11.548326079040976,15.113124574536021,26.70010599999556,0.31
11.88737072901207,15.055183550688172,27.748107417534264,0.32
12.156824769870274,14.864834975188213,28.80826843553843,0.33
12.419598826871027,14.548603832796767,29.814068658593506,0.34
12.593993255424454,14.131782712210617,30.80900905136622,0.35000000000000003
12.716720546743712,13.576406234321425,31.74025611211224,0.36
